Altium Designer Pick and Place Locations
C:\Users\vvosahlo\cernbox\Documents\altium\fastic-readout-hw-v2.0\Project Outputs for fastic-readout\Pick Place for fastic-readout_PANEL(fastic-readout).csv

========================================================================================================================
File Design Information:

Date:       28/11/24
Time:       10:37
Revision:   Not in VersionControl
Variant:    fastic-readout
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"IC10","AD8541AKSZ-R2","TopLayer","SOT65P210X110-5N","137.8173","109.5077","90","Operational Amplifier"
"IC11","LT3571","TopLayer","QFN50P300X300X80-17N-S145","61.9500","41.2500","0",""
"IC11","LT3571","TopLayer","QFN50P300X300X80-17N-S145","61.9500","111.2500","0",""
"IC11","LT3571","TopLayer","QFN50P300X300X80-17N-S145","131.9500","41.2500","0",""
"IC11","LT3571","TopLayer","QFN50P300X300X80-17N-S145","131.9500","111.2500","0",""
"IC13","USB3320C-EZK-TR","TopLayer","QFN50P500X500X100-33N-S340","24.8800","48.1751","270","Highly Integrated, Full Featured Hi-Speed USB 2.0 ULPI Transceiver"
"IC13","USB3320C-EZK-TR","TopLayer","QFN50P500X500X100-33N-S340","24.8800","118.1751","270","Highly Integrated, Full Featured Hi-Speed USB 2.0 ULPI Transceiver"
"IC13","USB3320C-EZK-TR","TopLayer","QFN50P500X500X100-33N-S340","94.8800","48.1751","270","Highly Integrated, Full Featured Hi-Speed USB 2.0 ULPI Transceiver"
"IC13","USB3320C-EZK-TR","TopLayer","QFN50P500X500X100-33N-S340","94.8800","118.1751","270","Highly Integrated, Full Featured Hi-Speed USB 2.0 ULPI Transceiver"
"IC14","FUSB302BMPX","TopLayer","QFN50P250X250X80-15N-S145","23.2497","36.8000","90","Programmable USB Type-C Controller with PD (Default SNK)"
"IC14","FUSB302BMPX","TopLayer","QFN50P250X250X80-15N-S145","23.2497","106.8000","90","Programmable USB Type-C Controller with PD (Default SNK)"
"IC14","FUSB302BMPX","TopLayer","QFN50P250X250X80-15N-S145","93.2497","36.8000","90","Programmable USB Type-C Controller with PD (Default SNK)"
"IC14","FUSB302BMPX","TopLayer","QFN50P250X250X80-15N-S145","93.2497","106.8000","90","Programmable USB Type-C Controller with PD (Default SNK)"
"IC21","AP62201WU-7","TopLayer","SOT95P280X100-6N","15.5550","52.6400","0","4.2V TO 18V INPUT, 2A LOW IQ SYNCHRONOUS BUCK CONVERTER"
"IC21","AP62201WU-7","TopLayer","SOT95P280X100-6N","15.5550","122.6400","0","4.2V TO 18V INPUT, 2A LOW IQ SYNCHRONOUS BUCK CONVERTER"
"IC21","AP62201WU-7","TopLayer","SOT95P280X100-6N","85.5550","52.6400","0","4.2V TO 18V INPUT, 2A LOW IQ SYNCHRONOUS BUCK CONVERTER"
"IC21","AP62201WU-7","TopLayer","SOT95P280X100-6N","85.5550","122.6400","0","4.2V TO 18V INPUT, 2A LOW IQ SYNCHRONOUS BUCK CONVERTER"
"IC30","AD8541AKSZ-R2","TopLayer","SOT65P210X110-5N","59.3000","34.9000","270","Operational Amplifier"
"IC30","AD8541AKSZ-R2","TopLayer","SOT65P210X110-5N","59.3000","104.9000","270","Operational Amplifier"
"IC30","AD8541AKSZ-R2","TopLayer","SOT65P210X110-5N","129.3000","34.9000","270","Operational Amplifier"
"IC30","AD8541AKSZ-R2","TopLayer","SOT65P210X110-5N","129.3000","104.9000","270","Operational Amplifier"
"IC1_FASTIC1","DS90LVRA2-Q1","TopLayer","DS90LVRA2-Q1","26.2528","12.8429","180",""
"IC1_FASTIC1","DS90LVRA2-Q1","TopLayer","DS90LVRA2-Q1","26.2528","82.8429","180",""
"IC1_FASTIC1","DS90LVRA2-Q1","TopLayer","DS90LVRA2-Q1","96.2528","12.8429","180",""
"IC1_FASTIC1","DS90LVRA2-Q1","TopLayer","DS90LVRA2-Q1","96.2528","82.8429","180",""
"IC1_FASTIC2","DS90LVRA2-Q1","TopLayer","DS90LVRA2-Q1","17.6688","29.7678","90",""
"IC1_FASTIC2","DS90LVRA2-Q1","TopLayer","DS90LVRA2-Q1","17.6688","99.7678","90",""
"IC1_FASTIC2","DS90LVRA2-Q1","TopLayer","DS90LVRA2-Q1","87.6688","29.7678","90",""
"IC1_FASTIC2","DS90LVRA2-Q1","TopLayer","DS90LVRA2-Q1","87.6688","99.7678","90",""
"IC2_FASTIC1","PCA9306DQER","TopLayer","SON35P100X140X40-8N","41.4439","63.0237","180",""
"IC2_FASTIC1","PCA9306DQER","TopLayer","SON35P100X140X40-8N","41.4439","133.0237","180",""
"IC2_FASTIC1","PCA9306DQER","TopLayer","SON35P100X140X40-8N","111.4439","63.0237","180",""
"IC2_FASTIC1","PCA9306DQER","TopLayer","SON35P100X140X40-8N","111.4439","133.0237","180",""
"IC2_FASTIC2","PCA9306DQER","TopLayer","SON35P100X140X40-8N","57.1252","13.4500","0",""
"IC2_FASTIC2","PCA9306DQER","TopLayer","SON35P100X140X40-8N","57.1252","83.4500","0",""
"IC2_FASTIC2","PCA9306DQER","TopLayer","SON35P100X140X40-8N","127.1252","13.4500","0",""
"IC2_FASTIC2","PCA9306DQER","TopLayer","SON35P100X140X40-8N","127.1252","83.4500","0",""
"IC3_FASTIC1","AD8541AKSZ-R2","TopLayer","SOT65P210X110-5N","47.8982","62.0872","180","Operational Amplifier"
"IC3_FASTIC1","AD8541AKSZ-R2","TopLayer","SOT65P210X110-5N","47.8982","132.0872","180","Operational Amplifier"
"IC3_FASTIC1","AD8541AKSZ-R2","TopLayer","SOT65P210X110-5N","117.8983","62.0872","180","Operational Amplifier"
"IC3_FASTIC1","AD8541AKSZ-R2","TopLayer","SOT65P210X110-5N","117.8983","132.0872","180","Operational Amplifier"
"IC3_FASTIC2","AD8541AKSZ-R2","TopLayer","SOT65P210X110-5N","50.8500","14.4376","0","Operational Amplifier"
"IC3_FASTIC2","AD8541AKSZ-R2","TopLayer","SOT65P210X110-5N","50.8500","84.4376","0","Operational Amplifier"
"IC3_FASTIC2","AD8541AKSZ-R2","TopLayer","SOT65P210X110-5N","120.8500","14.4376","0","Operational Amplifier"
"IC3_FASTIC2","AD8541AKSZ-R2","TopLayer","SOT65P210X110-5N","120.8500","84.4376","0","Operational Amplifier"
"IC18_FASTIC1","FastIC+","TopLayer","QFN40P1000X1000X85-89N-S760","51.3000","54.0000","90",""
"IC18_FASTIC1","FastIC+","TopLayer","QFN40P1000X1000X85-89N-S760","51.3000","124.0000","90",""
"IC18_FASTIC1","FastIC+","TopLayer","QFN40P1000X1000X85-89N-S760","121.3000","54.0000","90",""
"IC18_FASTIC1","FastIC+","TopLayer","QFN40P1000X1000X85-89N-S760","121.3000","124.0000","90",""
"IC18_FASTIC2","FastIC+","TopLayer","QFN40P1000X1000X85-89N-S760","49.3000","26.0000","270",""
"IC18_FASTIC2","FastIC+","TopLayer","QFN40P1000X1000X85-89N-S760","49.3000","96.0000","270",""
"IC18_FASTIC2","FastIC+","TopLayer","QFN40P1000X1000X85-89N-S760","119.3000","26.0000","270",""
"IC18_FASTIC2","FastIC+","TopLayer","QFN40P1000X1000X85-89N-S760","119.3000","96.0000","270",""
"J1","SMA","TopLayer","AMPHENOL_132203","64.9000","48.8500","0",""
"J1","SMA","TopLayer","AMPHENOL_132203","64.9000","118.8500","0",""
"J1","SMA","TopLayer","AMPHENOL_132203","134.9000","48.8500","0",""
"J1","SMA","TopLayer","AMPHENOL_132203","134.9000","118.8500","0",""
"J2","SMA","TopLayer","AMPHENOL_132203","64.9000","61.1500","0",""
"J2","SMA","TopLayer","AMPHENOL_132203","64.9000","131.1500","0",""
"J2","SMA","TopLayer","AMPHENOL_132203","134.9000","61.1500","0",""
"J2","SMA","TopLayer","AMPHENOL_132203","134.9000","131.1500","0",""
"J3","ERM8-020-X-X-DV","TopLayer","SAMTEC_ERM8-020-X-X-DV","40.0000","40.0000","180",""
"J3","ERM8-020-X-X-DV","TopLayer","SAMTEC_ERM8-020-X-X-DV","40.0000","110.0000","180",""
"J3","ERM8-020-X-X-DV","TopLayer","SAMTEC_ERM8-020-X-X-DV","110.0000","40.0000","180",""
"J3","ERM8-020-X-X-DV","TopLayer","SAMTEC_ERM8-020-X-X-DV","110.0000","110.0000","180",""
"J4","SMA","TopLayer","AMPHENOL_132203","64.9000","18.8500","0",""
"J4","SMA","TopLayer","AMPHENOL_132203","64.9000","88.8500","0",""
"J4","SMA","TopLayer","AMPHENOL_132203","134.9000","18.8500","0",""
"J4","SMA","TopLayer","AMPHENOL_132203","134.9000","88.8500","0",""
"J5","SMA","TopLayer","AMPHENOL_132203","64.9000","31.1500","0",""
"J5","SMA","TopLayer","AMPHENOL_132203","64.9000","101.1500","0",""
"J5","SMA","TopLayer","AMPHENOL_132203","134.9000","31.1500","0",""
"J5","SMA","TopLayer","AMPHENOL_132203","134.9000","101.1500","0",""
"J6","TC2030-MCP","TopLayer","TC2030-MCP","14.2300","21.2650","180","TC2030-MCP and TC2030-MCP-NL Pad Contact"
"J6","TC2030-MCP","TopLayer","TC2030-MCP","14.2300","91.2650","180","TC2030-MCP and TC2030-MCP-NL Pad Contact"
"J6","TC2030-MCP","TopLayer","TC2030-MCP","84.2300","21.2650","180","TC2030-MCP and TC2030-MCP-NL Pad Contact"
"J6","TC2030-MCP","TopLayer","TC2030-MCP","84.2300","91.2650","180","TC2030-MCP and TC2030-MCP-NL Pad Contact"
"J7","USB 2.0","TopLayer","GCT_USB4105-GF-A","14.7275","40.0001","270","2x8 Pin + 1 Shield  USB Type C Receptacle"
"J7","USB 2.0","TopLayer","GCT_USB4105-GF-A","14.7275","110.0001","270","2x8 Pin + 1 Shield  USB Type C Receptacle"
"J7","USB 2.0","TopLayer","GCT_USB4105-GF-A","84.7275","40.0001","270","2x8 Pin + 1 Shield  USB Type C Receptacle"
"J7","USB 2.0","TopLayer","GCT_USB4105-GF-A","84.7275","110.0001","270","2x8 Pin + 1 Shield  USB Type C Receptacle"
"L2","3.3uH","TopLayer","IND_COILCRAFT_XAL4030","15.5550","56.9000","180","Inductor With Core"
"L2","3.3uH","TopLayer","IND_COILCRAFT_XAL4030","15.5550","126.9000","180","Inductor With Core"
"L2","3.3uH","TopLayer","IND_COILCRAFT_XAL4030","85.5550","56.9000","180","Inductor With Core"
"L2","3.3uH","TopLayer","IND_COILCRAFT_XAL4030","85.5550","126.9000","180","Inductor With Core"
"L3","15uH","TopLayer","INDC2013X145N","62.9000","38.1000","0","Inductor"
"L3","15uH","TopLayer","INDC2013X145N","62.9000","108.1000","0","Inductor"
"L3","15uH","TopLayer","INDC2013X145N","132.9000","38.1000","0","Inductor"
"L3","15uH","TopLayer","INDC2013X145N","132.9000","108.1000","0","Inductor"
"L1_FASTIC1","220R@100MHz","TopLayer","INDC1005X55N","57.7850","61.7500","0",""
"L1_FASTIC1","220R@100MHz","TopLayer","INDC1005X55N","57.7850","131.7500","0",""
"L1_FASTIC1","220R@100MHz","TopLayer","INDC1005X55N","127.7850","61.7500","0",""
"L1_FASTIC1","220R@100MHz","TopLayer","INDC1005X55N","127.7850","131.7500","0",""
"L1_FASTIC2","220R@100MHz","TopLayer","INDC1005X55N","42.8150","18.2500","180",""
"L1_FASTIC2","220R@100MHz","TopLayer","INDC1005X55N","42.8150","88.2500","180",""
"L1_FASTIC2","220R@100MHz","TopLayer","INDC1005X55N","112.8150","18.2500","180",""
"L1_FASTIC2","220R@100MHz","TopLayer","INDC1005X55N","112.8150","88.2500","180",""
"LD13","Green","TopLayer","LED_KINGBRIGHT_KPH-1608CGCK","12.5000","32.3801","180","LED Green 1C 2A"
"LD13","Green","TopLayer","LED_KINGBRIGHT_KPH-1608CGCK","12.5000","102.3801","180","LED Green 1C 2A"
"LD13","Green","TopLayer","LED_KINGBRIGHT_KPH-1608CGCK","82.5000","32.3801","180","LED Green 1C 2A"
"LD13","Green","TopLayer","LED_KINGBRIGHT_KPH-1608CGCK","82.5000","102.3801","180","LED Green 1C 2A"
"LD14","Green","TopLayer","LED_KINGBRIGHT_KPH-1608CGCK","12.5000","47.6201","180","LED Green 1C 2A"
"LD14","Green","TopLayer","LED_KINGBRIGHT_KPH-1608CGCK","12.5000","117.6201","180","LED Green 1C 2A"
"LD14","Green","TopLayer","LED_KINGBRIGHT_KPH-1608CGCK","82.5000","47.6201","180","LED Green 1C 2A"
"LD14","Green","TopLayer","LED_KINGBRIGHT_KPH-1608CGCK","82.5000","117.6201","180","LED Green 1C 2A"
"LD15","Red/Green/Blue","BottomLayer","LED_EVERLIGHT_EAST1616RGBA8","40.0002","40.0000","180","Everlight Tricolor (Red/Green/Blue) Surface Mount LED"
"LD15","Red/Green/Blue","BottomLayer","LED_EVERLIGHT_EAST1616RGBA8","40.0002","110.0000","180","Everlight Tricolor (Red/Green/Blue) Surface Mount LED"
"LD15","Red/Green/Blue","BottomLayer","LED_EVERLIGHT_EAST1616RGBA8","110.0002","40.0000","180","Everlight Tricolor (Red/Green/Blue) Surface Mount LED"
"LD15","Red/Green/Blue","BottomLayer","LED_EVERLIGHT_EAST1616RGBA8","110.0002","110.0000","180","Everlight Tricolor (Red/Green/Blue) Surface Mount LED"
"PB1","Push Button","BottomLayer","PB_OMRON_B3U-1100P","40.8145","43.8763","270","Push-Button Switch SPST"
"PB1","Push Button","BottomLayer","PB_OMRON_B3U-1100P","40.8145","113.8763","270","Push-Button Switch SPST"
"PB1","Push Button","BottomLayer","PB_OMRON_B3U-1100P","110.8145","43.8763","270","Push-Button Switch SPST"
"PB1","Push Button","BottomLayer","PB_OMRON_B3U-1100P","110.8145","113.8763","270","Push-Button Switch SPST"
"PB2","Push Button","BottomLayer","PB_OMRON_B3U-1100P","40.8250","36.2867","270","Push-Button Switch SPST"
"PB2","Push Button","BottomLayer","PB_OMRON_B3U-1100P","40.8250","106.2867","270","Push-Button Switch SPST"
"PB2","Push Button","BottomLayer","PB_OMRON_B3U-1100P","110.8250","36.2867","270","Push-Button Switch SPST"
"PB2","Push Button","BottomLayer","PB_OMRON_B3U-1100P","110.8250","106.2867","270","Push-Button Switch SPST"
"Q1","48MHz","TopLayer","XTAL_KYOCERA_CX3225SB","17.0730","66.3500","180","Crystal 4 pins 1=XTAL Control 2=GND3=XTAL 4=GND"
"Q1","48MHz","TopLayer","XTAL_KYOCERA_CX3225SB","17.0730","136.3500","180","Crystal 4 pins 1=XTAL Control 2=GND3=XTAL 4=GND"
"Q1","48MHz","TopLayer","XTAL_KYOCERA_CX3225SB","87.0730","66.3500","180","Crystal 4 pins 1=XTAL Control 2=GND3=XTAL 4=GND"
"Q1","48MHz","TopLayer","XTAL_KYOCERA_CX3225SB","87.0730","136.3500","180","Crystal 4 pins 1=XTAL Control 2=GND3=XTAL 4=GND"
"Q2","48MHz","TopLayer","XTAL_KYOCERA_CX3225SB","38.7000","16.1000","180","Crystal 4 pins 1=XTAL Control 2=GND3=XTAL 4=GND"
"Q2","48MHz","TopLayer","XTAL_KYOCERA_CX3225SB","38.7000","86.1000","180","Crystal 4 pins 1=XTAL Control 2=GND3=XTAL 4=GND"
"Q2","48MHz","TopLayer","XTAL_KYOCERA_CX3225SB","108.7000","16.1000","180","Crystal 4 pins 1=XTAL Control 2=GND3=XTAL 4=GND"
"Q2","48MHz","TopLayer","XTAL_KYOCERA_CX3225SB","108.7000","86.1000","180","Crystal 4 pins 1=XTAL Control 2=GND3=XTAL 4=GND"
"Q3","24MHz","TopLayer","XTAL_EPSON_TSX-3225","32.3000","50.3000","180","Crystal 4 pins 1=XTAL Control 2=GND3=XTAL 4=GND"
"Q3","24MHz","TopLayer","XTAL_EPSON_TSX-3225","32.3000","120.3000","180","Crystal 4 pins 1=XTAL Control 2=GND3=XTAL 4=GND"
"Q3","24MHz","TopLayer","XTAL_EPSON_TSX-3225","102.3000","50.3000","180","Crystal 4 pins 1=XTAL Control 2=GND3=XTAL 4=GND"
"Q3","24MHz","TopLayer","XTAL_EPSON_TSX-3225","102.3000","120.3000","180","Crystal 4 pins 1=XTAL Control 2=GND3=XTAL 4=GND"
"R1","220","BottomLayer","RESC1005X40N","44.3900","15.8162","180","Resistor - 1%"
"R1","220","BottomLayer","RESC1005X40N","44.3900","85.8162","180","Resistor - 1%"
"R1","220","BottomLayer","RESC1005X40N","114.3900","15.8162","180","Resistor - 1%"
"R1","220","BottomLayer","RESC1005X40N","114.3900","85.8162","180","Resistor - 1%"
"R2","220","BottomLayer","RESC1005X40N","46.2100","15.8162","0","Resistor - 1%"
"R2","220","BottomLayer","RESC1005X40N","46.2100","85.8162","0","Resistor - 1%"
"R2","220","BottomLayer","RESC1005X40N","116.2100","15.8162","0","Resistor - 1%"
"R2","220","BottomLayer","RESC1005X40N","116.2100","85.8162","0","Resistor - 1%"
"R3","50","BottomLayer","RESC1005X40N","45.7600","17.1862","90","Resistor - 1%"
"R3","50","BottomLayer","RESC1005X40N","45.7600","87.1862","90","Resistor - 1%"
"R3","50","BottomLayer","RESC1005X40N","115.7600","17.1862","90","Resistor - 1%"
"R3","50","BottomLayer","RESC1005X40N","115.7600","87.1862","90","Resistor - 1%"
"R4","50","BottomLayer","RESC1005X40N","44.8400","17.1862","90","Resistor - 1%"
"R4","50","BottomLayer","RESC1005X40N","44.8400","87.1862","90","Resistor - 1%"
"R4","50","BottomLayer","RESC1005X40N","114.8400","17.1862","90","Resistor - 1%"
"R4","50","BottomLayer","RESC1005X40N","114.8400","87.1862","90","Resistor - 1%"
"R5","20","BottomLayer","RESC1005X40N","44.3900","18.5562","0","Resistor - 1%"
"R5","20","BottomLayer","RESC1005X40N","44.3900","88.5562","0","Resistor - 1%"
"R5","20","BottomLayer","RESC1005X40N","114.3900","18.5562","0","Resistor - 1%"
"R5","20","BottomLayer","RESC1005X40N","114.3900","88.5562","0","Resistor - 1%"
"R6","20","BottomLayer","RESC1005X40N","46.2100","18.5562","180","Resistor - 1%"
"R6","20","BottomLayer","RESC1005X40N","46.2100","88.5562","180","Resistor - 1%"
"R6","20","BottomLayer","RESC1005X40N","116.2100","18.5562","180","Resistor - 1%"
"R6","20","BottomLayer","RESC1005X40N","116.2100","88.5562","180","Resistor - 1%"
"R7","22","TopLayer","RESC1005X40N","29.5900","60.8600","0","Resistor - 1%"
"R7","22","TopLayer","RESC1005X40N","29.5900","130.8600","0","Resistor - 1%"
"R7","22","TopLayer","RESC1005X40N","99.5900","60.8600","0","Resistor - 1%"
"R7","22","TopLayer","RESC1005X40N","99.5900","130.8600","0","Resistor - 1%"
"R8","22","TopLayer","RESC1005X40N","25.5600","57.3300","270","Resistor - 1%"
"R8","22","TopLayer","RESC1005X40N","25.5600","127.3300","270","Resistor - 1%"
"R8","22","TopLayer","RESC1005X40N","95.5600","57.3300","270","Resistor - 1%"
"R8","22","TopLayer","RESC1005X40N","95.5600","127.3300","270","Resistor - 1%"
"R9","50","BottomLayer","RESC1005X40N","46.3000","53.9400","270","Resistor - 1%"
"R9","50","BottomLayer","RESC1005X40N","46.3000","123.9400","270","Resistor - 1%"
"R9","50","BottomLayer","RESC1005X40N","116.3000","53.9400","270","Resistor - 1%"
"R9","50","BottomLayer","RESC1005X40N","116.3000","123.9400","270","Resistor - 1%"
"R10","22","TopLayer","RESC1005X40N","23.8428","12.3829","180","Resistor - 1%"
"R10","22","TopLayer","RESC1005X40N","23.8428","82.3829","180","Resistor - 1%"
"R10","22","TopLayer","RESC1005X40N","93.8428","12.3829","180","Resistor - 1%"
"R10","22","TopLayer","RESC1005X40N","93.8428","82.3829","180","Resistor - 1%"
"R11","220","BottomLayer","RESC1005X40N","47.6095","64.1700","180","Resistor - 1%"
"R11","220","BottomLayer","RESC1005X40N","47.6095","134.1700","180","Resistor - 1%"
"R11","220","BottomLayer","RESC1005X40N","117.6095","64.1700","180","Resistor - 1%"
"R11","220","BottomLayer","RESC1005X40N","117.6095","134.1700","180","Resistor - 1%"
"R12","220","BottomLayer","RESC1005X40N","49.4295","64.1700","0","Resistor - 1%"
"R12","220","BottomLayer","RESC1005X40N","49.4295","134.1700","0","Resistor - 1%"
"R12","220","BottomLayer","RESC1005X40N","119.4295","64.1700","0","Resistor - 1%"
"R12","220","BottomLayer","RESC1005X40N","119.4295","134.1700","0","Resistor - 1%"
"R13","50","BottomLayer","RESC1005X40N","48.9795","62.8000","270","Resistor - 1%"
"R13","50","BottomLayer","RESC1005X40N","48.9795","132.8000","270","Resistor - 1%"
"R13","50","BottomLayer","RESC1005X40N","118.9795","62.8000","270","Resistor - 1%"
"R13","50","BottomLayer","RESC1005X40N","118.9795","132.8000","270","Resistor - 1%"
"R14","50","BottomLayer","RESC1005X40N","48.0595","62.8000","270","Resistor - 1%"
"R14","50","BottomLayer","RESC1005X40N","48.0595","132.8000","270","Resistor - 1%"
"R14","50","BottomLayer","RESC1005X40N","118.0595","62.8000","270","Resistor - 1%"
"R14","50","BottomLayer","RESC1005X40N","118.0595","132.8000","270","Resistor - 1%"
"R15","20","BottomLayer","RESC1005X40N","47.6095","61.4300","0","Resistor - 1%"
"R15","20","BottomLayer","RESC1005X40N","47.6095","131.4300","0","Resistor - 1%"
"R15","20","BottomLayer","RESC1005X40N","117.6095","61.4300","0","Resistor - 1%"
"R15","20","BottomLayer","RESC1005X40N","117.6095","131.4300","0","Resistor - 1%"
"R16","20","BottomLayer","RESC1005X40N","49.4295","61.4300","180","Resistor - 1%"
"R16","20","BottomLayer","RESC1005X40N","49.4295","131.4300","180","Resistor - 1%"
"R16","20","BottomLayer","RESC1005X40N","119.4295","61.4300","180","Resistor - 1%"
"R16","20","BottomLayer","RESC1005X40N","119.4295","131.4300","180","Resistor - 1%"
"R17","22","TopLayer","RESC1005X40N","23.8428","13.3029","180","Resistor - 1%"
"R17","22","TopLayer","RESC1005X40N","23.8428","83.3029","180","Resistor - 1%"
"R17","22","TopLayer","RESC1005X40N","93.8428","13.3029","180","Resistor - 1%"
"R17","22","TopLayer","RESC1005X40N","93.8428","83.3029","180","Resistor - 1%"
"R18","220","TopLayer","RESC1005X40N","29.6500","43.5000","180","Resistor - 1%"
"R18","220","TopLayer","RESC1005X40N","29.6500","113.5000","180","Resistor - 1%"
"R18","220","TopLayer","RESC1005X40N","99.6500","43.5000","180","Resistor - 1%"
"R18","220","TopLayer","RESC1005X40N","99.6500","113.5000","180","Resistor - 1%"
"R19","220","TopLayer","RESC1005X40N","29.6500","36.5000","0","Resistor - 1%"
"R19","220","TopLayer","RESC1005X40N","29.6500","106.5000","0","Resistor - 1%"
"R19","220","TopLayer","RESC1005X40N","99.6500","36.5000","0","Resistor - 1%"
"R19","220","TopLayer","RESC1005X40N","99.6500","106.5000","0","Resistor - 1%"
"R20","22","BottomLayer","RESC1005X40N","54.6000","54.8700","90","Resistor - 1%"
"R20","22","BottomLayer","RESC1005X40N","54.6000","124.8700","90","Resistor - 1%"
"R20","22","BottomLayer","RESC1005X40N","124.6000","54.8700","90","Resistor - 1%"
"R20","22","BottomLayer","RESC1005X40N","124.6000","124.8700","90","Resistor - 1%"
"R21","220","TopLayer","RESC1005X40N","27.6000","42.4500","180","Resistor - 1%"
"R21","220","TopLayer","RESC1005X40N","27.6000","112.4500","180","Resistor - 1%"
"R21","220","TopLayer","RESC1005X40N","97.6000","42.4500","180","Resistor - 1%"
"R21","220","TopLayer","RESC1005X40N","97.6000","112.4500","180","Resistor - 1%"
"R22","220","TopLayer","RESC1005X40N","29.6500","35.5800","0","Resistor - 1%"
"R22","220","TopLayer","RESC1005X40N","29.6500","105.5800","0","Resistor - 1%"
"R22","220","TopLayer","RESC1005X40N","99.6500","35.5800","0","Resistor - 1%"
"R22","220","TopLayer","RESC1005X40N","99.6500","105.5800","0","Resistor - 1%"
"R23","50","BottomLayer","RESC1005X40N","56.0000","26.0700","270","Resistor - 1%"
"R23","50","BottomLayer","RESC1005X40N","56.0000","96.0700","270","Resistor - 1%"
"R23","50","BottomLayer","RESC1005X40N","126.0000","26.0700","270","Resistor - 1%"
"R23","50","BottomLayer","RESC1005X40N","126.0000","96.0700","270","Resistor - 1%"
"R24","22","TopLayer","RESC1005X40N","17.2088","32.1778","90","Resistor - 1%"
"R24","22","TopLayer","RESC1005X40N","17.2088","102.1778","90","Resistor - 1%"
"R24","22","TopLayer","RESC1005X40N","87.2088","32.1778","90","Resistor - 1%"
"R24","22","TopLayer","RESC1005X40N","87.2088","102.1778","90","Resistor - 1%"
"R25","22","TopLayer","RESC1005X40N","18.1288","32.1778","90","Resistor - 1%"
"R25","22","TopLayer","RESC1005X40N","18.1288","102.1778","90","Resistor - 1%"
"R25","22","TopLayer","RESC1005X40N","88.1288","32.1778","90","Resistor - 1%"
"R25","22","TopLayer","RESC1005X40N","88.1288","102.1778","90","Resistor - 1%"
"R26","22","BottomLayer","RESC1005X40N","45.6200","25.6000","0","Resistor - 1%"
"R26","22","BottomLayer","RESC1005X40N","45.6200","95.6000","0","Resistor - 1%"
"R26","22","BottomLayer","RESC1005X40N","115.6200","25.6000","0","Resistor - 1%"
"R26","22","BottomLayer","RESC1005X40N","115.6200","95.6000","0","Resistor - 1%"
"R37","31k6","TopLayer","RESC1005X35N","15.9000","50.3500","180","Resistor - 0.1%"
"R37","31k6","TopLayer","RESC1005X35N","15.9000","120.3500","180","Resistor - 0.1%"
"R37","31k6","TopLayer","RESC1005X35N","85.9000","50.3500","180","Resistor - 0.1%"
"R37","31k6","TopLayer","RESC1005X35N","85.9000","120.3500","180","Resistor - 0.1%"
"R38","10k","TopLayer","RESC1005X35N","17.8000","50.3500","180","Resistor - 0.1%"
"R38","10k","TopLayer","RESC1005X35N","17.8000","120.3500","180","Resistor - 0.1%"
"R38","10k","TopLayer","RESC1005X35N","87.8000","50.3500","180","Resistor - 0.1%"
"R38","10k","TopLayer","RESC1005X35N","87.8000","120.3500","180","Resistor - 0.1%"
"R47","10k","TopLayer","RESC1005X40N","34.4400","57.3550","270","Resistor - 1%"
"R47","10k","TopLayer","RESC1005X40N","34.4400","127.3550","270","Resistor - 1%"
"R47","10k","TopLayer","RESC1005X40N","104.4400","57.3550","270","Resistor - 1%"
"R47","10k","TopLayer","RESC1005X40N","104.4400","127.3550","270","Resistor - 1%"
"R48","10k","TopLayer","RESC1005X40N","34.4400","53.9550","270","Resistor - 1%"
"R48","10k","TopLayer","RESC1005X40N","34.4400","123.9550","270","Resistor - 1%"
"R48","10k","TopLayer","RESC1005X40N","104.4400","53.9550","270","Resistor - 1%"
"R48","10k","TopLayer","RESC1005X40N","104.4400","123.9550","270","Resistor - 1%"
"R49","10k","TopLayer","RESC1005X40N","34.4400","50.7400","270","Resistor - 1%"
"R49","10k","TopLayer","RESC1005X40N","34.4400","120.7400","270","Resistor - 1%"
"R49","10k","TopLayer","RESC1005X40N","104.4400","50.7400","270","Resistor - 1%"
"R49","10k","TopLayer","RESC1005X40N","104.4400","120.7400","270","Resistor - 1%"
"R50","10k","TopLayer","RESC1005X40N","38.0000","59.2500","180","Resistor - 1%"
"R50","10k","TopLayer","RESC1005X40N","38.0000","129.2500","180","Resistor - 1%"
"R50","10k","TopLayer","RESC1005X40N","108.0000","59.2500","180","Resistor - 1%"
"R50","10k","TopLayer","RESC1005X40N","108.0000","129.2500","180","Resistor - 1%"
"R51","4k7","TopLayer","RESC1005X40N","22.5900","56.7800","270","Resistor - 1%"
"R51","4k7","TopLayer","RESC1005X40N","22.5900","126.7800","270","Resistor - 1%"
"R51","4k7","TopLayer","RESC1005X40N","92.5900","56.7800","270","Resistor - 1%"
"R51","4k7","TopLayer","RESC1005X40N","92.5900","126.7800","270","Resistor - 1%"
"R52","4k7","TopLayer","RESC1005X40N","21.5900","56.7800","270","Resistor - 1%"
"R52","4k7","TopLayer","RESC1005X40N","21.5900","126.7800","270","Resistor - 1%"
"R52","4k7","TopLayer","RESC1005X40N","91.5900","56.7800","270","Resistor - 1%"
